id,voen,buyer_name,address,competition_count,event_statuses,sample_event_ids,last_publish_date,sample_document_number,source
etender-buyer-902,4201353031,QAZAX RAYON PSİXİATRİYA XƏSTƏXANASI,Qazax H.Əliyev prospekti.№1,4,awarded,344750 | 323739 | 305428 | 282709,1765805881,2025/AT/00917/V1,etender.gov.az/main/competitions
etender-buyer-903,4502236261,QUBA RAYON PSİXONEVROLOJİ REABİLİTASİYA MƏRKƏZİ,"Quba rayonu,Zərdabi kəndi",4,awarded | other,344427 | 323547 | 300893 | 300883,1764762824,2025/AT/00794/V1,etender.gov.az/main/competitions
etender-buyer-904,2300357791,"""GƏNCƏ DÖVLƏT UNİVERSİTETİNİN NƏZDİNDƏ REGİONAL KOLLEC"" PUBLİK HÜQUQİ ŞƏXSİ",Az 2000 Gəncə şəhəri Şahsevənlər 153 ,4,awarded,342500 | 322002 | 316350 | 305783,1761834720,2025/AT/00261/V1,etender.gov.az/main/competitions
etender-buyer-905,0201545741,"NAXÇIVAN MUXTAR RESPUBLİKASININ İQTİSADİYYAT NAZİRLİYİ YANINDA ƏMLAK MƏSƏLƏLƏRİ DÖVLƏT XİDMƏTİNİN TABELİYİNDƏ ""DAŞINMAZ ƏMLAKIN DÖVLƏT KADASTRI VƏ REYESTRİ"" PUBLİK HÜQUQİ ŞƏXS","Naxçıvan şəhəri,Zərifə Əliyeva küçəsi 15A",4,awarded | other,340321 | 321797 | 321863 | 321374,1759494593,120708,etender.gov.az/main/competitions
etender-buyer-906,5200014611,"""ZƏNGİLAN  RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ",,4,awarded | cancelled,339649 | 346718 | 346046 | 336636,1758819943,120035,etender.gov.az/main/competitions
etender-buyer-907,1500253491,YAŞILLAŞDIRMA TƏSƏRRÜFATI BİRLİYİ AVTOMOBİL NƏQLİYYATI İDARƏSİ,"AZ1106, BAKI ŞƏHƏRİ NƏRİMANOV RAYONU, XAN ŞUŞİNSKİ, ev 63",4,awarded | cancelled,326333 | 266140 | 249048 | 264127,1740563305,106267,etender.gov.az/main/competitions
etender-buyer-908,1301255821,MƏDƏNİYYƏT NAZİRLİYİNİN AZƏRBAYCAN DÖVLƏT RƏSM QALEREYASI,"Bakı şəhəri, Yasamal rayonu Moskva prospekti 1D",4,awarded | cancelled | other,325203 | 312906 | 323620 | 325055,1738928430,104941,etender.gov.az/main/competitions
etender-buyer-909,0201506451,"AZƏRBAYCAN RESPUBLİKASI NAXÇIVAN MUXTAR RESPUBLİKASI SƏHİYYƏ NAZİRLİYİ ""NAXÇIVAN MUXTAR RESPUBLİKASI TƏCİLİ TİBBİ YARDIM XİDMƏTİ"" PUBLİK HÜQUQİ ŞƏXSİ",Naxçıvan şəhəri K.Talıblı küç 3,4,awarded | cancelled,314888 | 315541 | 316003 | 311440,1724936528,93343,etender.gov.az/main/competitions
etender-buyer-910,1304479141,AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ NEFT VƏ QAZ İNSTİTUTU,F.Əmirov 9,4,awarded | cancelled,296891 | 271610 | 293039 | 291774,1697713073,72848,etender.gov.az/main/competitions
etender-buyer-911,2100020961,ŞİRVAN BƏLƏDİYYƏSİ,,4,awarded | cancelled | other,297278 | 291671 | 288233 | 297275,1698312891,73273,etender.gov.az/main/competitions
etender-buyer-912,2600235651,LƏNKƏRAN DÖVLƏT UNİVERSİTETİNİN NƏZDİNDƏ SOSİAL VƏ AQRAR- TEXNOLOJİ KOLLEC,Lənkəran ş. Ş.Axundov 31,4,awarded,295319 | 292125 | 283680 | 283681,1695058264,71136,etender.gov.az/main/competitions
etender-buyer-913,8400091611,AZƏRBAYCAN DÖVLƏT PEDAQOJİ UNİVERSİTETİNİN ŞAMAXI FİLİALI,Şamaxı rayonu Şəhriyar qəsəbəsi,4,awarded | cancelled | other,295983 | 273726 | 273654 | 294684,1696268839,71856,etender.gov.az/main/competitions
etender-buyer-914,5200013391,ZƏNGİLAN SUVARMA SİSTEMLƏRİ İDARƏSİ,Moskva pr 69a,4,awarded | cancelled,292592 | 296846 | 295901 | 288579,1689684574,68198,etender.gov.az/main/competitions
etender-buyer-915,1500430331,AZƏRBAYCAN RESPUBLİKASI DAXİLİ İŞLƏR NAZİRLİYİNİN BAŞ İCTİMAİ TƏHLÜKƏSİZLİK İDARƏSİNƏ BİLAVASİTƏ TABE OLAN DİPLOMATİK NÜMAYƏNDƏLİKLƏRİN MÜHAFİZƏSİ ÜZRƏ ƏLAHİDDƏ POLİS TABORU,,4,awarded | cancelled,285326 | 271262 | 245151 | 244676,1680687748,59392,etender.gov.az/main/competitions
etender-buyer-916,4003432761,AZƏRBAYCAN RESPUBLİKASI DÖVLƏT ŞƏHƏRSALMA VƏ ARXİTEKTURA KOMİTƏSİ YANINDA QARABAĞ REGİONAL MEMARLIQ VƏ ŞƏHƏRSALMA BAŞ İDARƏSİ,Tərtər şəhəri Heydər Əliyev pr.54,4,awarded | other,276888 | 275661 | 272943 | 276870,1665566740,49309,etender.gov.az/main/competitions
etender-buyer-917,1306841601,"“AZƏRBAYCAN RESPUBLİKASININ DÖVLƏT DİL KOMİSSİYASI YANINDA MONİTORİNQ MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ","Bakı şəhəri, Yasamal rayonu, Hüseyn Cavid prospekti 117, mənzil 320",4,awarded | other,270206 | 269390 | 266065 | 265365,1652293894,41844,etender.gov.az/main/competitions
etender-buyer-918,2602298011,AZƏRBAYCAN RESPUBLİKASI MƏDƏNİYYƏT NAZİRLİYİNİN LƏNKƏRAN REGİONAL MƏDƏNİYYƏT İDARƏSİ,,4,awarded,263027 | 259623 | 248187 | 248131,1636564007,34492,etender.gov.az/main/competitions
etender-buyer-919,1702934871,AZƏRBAYCAN RESPUBLİKASININ ENERGETİKA NAZİRLİYİ YANINDA BƏRPA OLUNAN ENERJİ MƏNBƏLƏRİ DÖVLƏT AGENTLİYİ,"Ü.Hacıbəyli küçəsi 84,  Hökumət evi",4,awarded | other,261486 | 254923 | 261405 | 259951,1633688004,32821,etender.gov.az/main/competitions
etender-buyer-920,2201133531,AZƏRBAYCAN RESPUBLİKASI TƏHSİL NAZİRLİYİNİN 9 SAYLI ƏRAZİ MALİYYƏ HESABLAŞMA MƏRKƏZİ,Yevlax ş.H.Əliyev pr.95,4,awarded | cancelled,255292 | 250715 | 236933 | 250196,1620317940,25897,etender.gov.az/main/competitions
etender-buyer-921,7200071891,TƏRTƏR SUBARTTEZİAN QUYULARININ İSTİSMARI İDARƏSİ,Tərtər şəhəri Elman Hüseyinov 48,4,awarded,251803 | 251802 | 251801 | 238141,1612633348,21913,etender.gov.az/main/competitions
etender-buyer-922,9900037691,AZƏRBAYCAN RESPUBLİKASI RABİTƏ VƏ İNFORMASİYA TEXNOLOGİYALARI NAZİRLİYİNİN MƏLUMAT HESABLAMA MƏRKƏZİ,"AZ1010, Dilarə Əliyeva küçəsi, ev 185",4,awarded | cancelled,249166 | 245092 | 235742 | 251096,1604658443,18936,etender.gov.az/main/competitions
etender-buyer-923,1300456311,UŞAQ NEVROLOJİ XƏSTƏXANASI,Tağı Şahbazi 95,4,awarded | cancelled,250085 | 239113 | 237029 | 236972,1606743853,19986,etender.gov.az/main/competitions
etender-buyer-924,1500139001,SU HÖVZƏLƏRİNDƏ BİOLOJİ RESURSLARİN ARTIRILMASI VƏ MÜHAFİZƏSİ DEPARTAMENTİ,,4,awarded | cancelled,238834 | 236329 | 236093 | 238838,1580409306,7896,etender.gov.az/main/competitions
etender-buyer-925,2300338141,AZƏRBAYCAN RESPUBLİKASI ƏMLAK MƏSƏLƏLƏRİ DÖVLƏT KOMİTƏSİNİN YANINDA DAŞINMAZ ƏMLAKIN DÖVLƏT REYESTRİ XİDMƏTİNİN 3 SAYLI GƏNCƏ ƏRAZİ İDARƏSİ,"Gəncə şəhəri, Zərifə Əliyeva küçəsi 3",4,awarded | cancelled,236826 | 236846 | 339955 | 235446,1759234940,5638,etender.gov.az/main/competitions
etender-buyer-926,1005376781,"""DÖVLƏT AQRAR TİCARƏT ŞİRKƏTİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",Nizami 154A,4,awarded | cancelled | other,236033 | 232986 | 234690 | 232985,1572457927,4790,etender.gov.az/main/competitions
etender-buyer-927,2000261321,ƏDLİYYƏ NAZİRLİYİ PENİTENSİAR XİDMƏTİNİN 4 SAYLI CƏZAÇƏKMƏ MÜƏSSİSƏSİ,Bakı şəhəri Xətai rayonu N.Əliyev -15,3,active | awarded,353000 | 290143 | 292386,2026-06-01,2026/AT/02636/V1,etender.gov.az/main/competitions
etender-buyer-928,2604788871,"""LƏNKƏRAN DÖVLƏT PEŞƏ TƏHSİL MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ","AZ4200, LƏNKƏRAN RAYONU, LƏNKƏRAN ŞƏHƏRİ, H.Z.TAĞIYEV, ev.118",3,active | awarded,352824 | 352582 | 350248,2026-05-25,2026/AT/02581/V1,etender.gov.az/main/competitions
etender-buyer-929,1000193481,T.İSMAYILOV ADINA TƏBİİ EHTİYATLARIN KOSMİK TƏDQİQİ İNSTİTUTU,S.S.Axundov küç.1,3,active | awarded | other,352733 | 308791 | 308581,2026-05-22,2026/AT/02552/V1,etender.gov.az/main/competitions
etender-buyer-930,1500377411,DÖVLƏT EKOLOJİ EKSPERTİZA AGENTLİYİ PUBLİK HÜQUQİ ŞƏXSİ,"Bakı şəhəri, Heydər Əliyev pr., 10",3,active | awarded | cancelled,352686 | 251991 | 350820,2026-05-22,2026/AT/02533/V1,etender.gov.az/main/competitions
etender-buyer-931,1000159371,AZƏRBAYCAN RESPUBLİKASI DAXİLİ İŞLƏR NAZİRLİYİNİN BİNƏQƏDİ RAYON MÜHAFİZƏ İDARƏSİ,"Bakı şəhəri, Binəqədi rayonu, S.S.Axundov küçəsi, 279  ",3,active | cancelled,352529 | 278130 | 275041,2026-05-20,2026/AT/02483/V1,etender.gov.az/main/competitions
etender-buyer-932,1202468371,4 NÖMRƏLİ UŞAQ SOMATİK SANATORİYASI,"AZ1044, BAKI ŞƏHƏRİ XƏZƏR RAYONU,  ŞÜVALAN ŞTQ, AYNA SULTANOVA  (ŞÜVƏLAN QƏS.), ev.74 ",3,active | awarded,352245 | 326286 | 304140,2026-05-15,2026/AT/02403/V1,etender.gov.az/main/competitions
etender-buyer-933,1300542261,AZƏRBAYCAN RESPUBLİKASI DAXİLİ İŞLƏR NAZİRLİYİ BAŞ MÜHAFİZƏ İDARƏSİNİN YASAMAL RAYON MÜHAFİZƏ İDARƏSİ,"Bakı şəhəri, Yasamal rayonu, Talıblı küçəsi, 26b",3,active | awarded,351904 | 311443 | 268914,2026-05-08,2026/AT/02301/V1,etender.gov.az/main/competitions
etender-buyer-934,1309278391,"""AZƏRBAYCAN BİZNESİNİN İNKİŞAFI FONDU"" AÇIQ SƏHMDAR CƏMİYYƏTİ",,3,active | awarded,351329 | 350621 | 350623,2026-04-30,2026/AT/02097/V1,etender.gov.az/main/competitions
etender-buyer-935,0201648001,"""NAXÇIVAN TELEKOM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",Naxçıvan şəhəri Atatürk-1,3,active | cancelled,350569 | 345573 | 345466,2026-04-21,2026/AT/01850/V1,etender.gov.az/main/competitions
etender-buyer-936,0200005051,NAXÇIVAN MR  DÖVLƏT  ŞƏHƏRSALMA VƏ ARXİTEKTURA KOMİTƏSİ,,3,active | awarded | cancelled,348436 | 299791 | 347737,2026-03-12,2026/AT/01149/V1,etender.gov.az/main/competitions
etender-buyer-937,0800013921,ŞAHBUZ  RAYON  KOMUNAL MÜƏSSİSƏLƏR  KOMBİNATI,Şahbuz rayonu,3,active | awarded | other,338740 | 350831 | 337278,2025-09-15,119118,etender.gov.az/main/competitions
etender-buyer-938,0600012011,CULFA RAYON KOMMUNAL MÜƏSSİSƏLƏR KOMBİNATI,Culfa şəhər Xəqani küçəsi,3,active | awarded | cancelled,337096 | 333275 | 331592,2025-08-20,117471,etender.gov.az/main/competitions
etender-buyer-939,0500006841,SƏDƏRƏK RAYON KOMMUNAL MÜƏSSİSƏLƏR KOMBİNATI,"Sədərək rayonu, Heydərabad qəsəbəsi",3,active | cancelled,335177 | 330847 | 328591,2025-07-23,115546,etender.gov.az/main/competitions
etender-buyer-940,2604132741,LƏNKƏRAN-ASTARA REGİONAL TƏHSİL İDARƏSİ,Lənkəran şəhəri Akademik Zərifə Əliyeva küçəsi döngə 2,3,active | cancelled,292271 | 294575 | 292129,2023-07-11,67829,etender.gov.az/main/competitions
etender-buyer-941,1701102761,AZƏRBAYCAN RESPUBLİKASININ PREZİDENTİ YANINDA ELMİN İNKİŞAFI FONDU,Yusif Səfərov 27,3,active | other,291595 | 291572 | 291530,2023-06-22,67103,etender.gov.az/main/competitions
etender-buyer-942,0200562241,NAXÇIVAN MUXTAR RESPUBLİKASININ DÖVLƏT MİQRASİYA XİDMƏTİ,Naxçıvan şəhər Əziz Əliyev 14,3,active | other,285302 | 285286 | 285195,2023-04-04,59418,etender.gov.az/main/competitions
etender-buyer-943,1804877041,"""EMAL SƏNAYESİ ÜZRƏ BAKI DÖVLƏT PEŞƏ TƏHSİL MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ","Bakı şəh, S.Mehmndrov küç 4",3,active | awarded,278113 | 264574 | 249541,2022-11-03,50634,etender.gov.az/main/competitions
etender-buyer-944,1500368371,"AZƏRBAYCAN RESPUBLİKASI TƏHSİL NAZİRLİYİ  ""TƏHSİL"" RESPUBLİKA İDMAN MƏRKƏZİ",Bakı şəhəri H.Əliyev pr.58,3,active | awarded | other,273211 | 237321 | 236633,2022-07-25,45140,etender.gov.az/main/competitions
etender-buyer-945,1400312651,AZƏRBAYCAN DÖVLƏT AKADEMİK OPERA VƏ BALET TEATRI,"Bakı şəhəri, 28 May küç.,8",3,active | cancelled,244605 | 243479 | 240652,2020-07-03,13599,etender.gov.az/main/competitions
etender-buyer-946,1700238791,6 SAYLI BAKI PEŞƏ MƏKTƏBİ,"BAKI ŞƏH ,SƏBAİL RAY,E.ƏZİZOK K 36",3,active | awarded,237835 | 263486 | 249258,2019-12-18,6761,etender.gov.az/main/competitions
etender-buyer-947,1600233471,ƏDLİYYƏ NAZİRLİYİ  PENİTENSİAR XİDMƏTİN  KONVOY  TABORU,"Bakı şəhəri, Nizami rayonu, Müzəffər Nərimanov küçəsi 1",3,awarded | cancelled | other,352187 | 349408 | 350612,1778773644,2026/AT/01870/V2,etender.gov.az/main/competitions
etender-buyer-948,1403750371,"""AZƏRBAYCAN AKKREDİTASİYA MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXS","Nərimanov rayonu, Z.Xəlil küçəsi, ev 37",3,awarded | cancelled,345198 | 327354 | 324062,1767099373,2025/AT/01139/V1,etender.gov.az/main/competitions
etender-buyer-949,2304671021,GƏNCƏ ŞƏHƏR PSİXONEVROLOJİ DİSPANSER,"Gəncə şəhəri, Cavadxan, 76",3,awarded,346706 | 323508 | 303730,1770900455,2026/AT/00537/V1,etender.gov.az/main/competitions
etender-buyer-950,2900293541,Ə. ƏLİYEV ADINA SUMQAYIT TİBB KOLLECİ,,3,awarded,346463 | 325224 | 305913,1770399545,2026/AT/00472/V1,etender.gov.az/main/competitions
etender-buyer-951,8700114711,3 NÖMRƏLİ UŞAQ SOMATİK SANATORİYASI,,3,awarded,345607 | 323772 | 302671,1768855350,2026/AT/00152/V1,etender.gov.az/main/competitions
etender-buyer-952,2304676181,GƏNCƏ ŞƏHƏR NARKOLOJİ DİSPANSER,"Gəncə şəhər Cavadxan küç,50",3,awarded,344702 | 323055 | 302990,1765546938,2025/AT/00888/V1,etender.gov.az/main/competitions
etender-buyer-953,8301220041,CƏLİLABAD TİBB KOLLECİ,Cəlilabad ş. N.Nərimanov 2,3,awarded,344955 | 323510 | 301250,1766412357,2025/AT/01021/V1,etender.gov.az/main/competitions
etender-buyer-954,2905736431,SUMQAYIT ŞƏHƏR NARKOLOJİ DİSPANSERİ,"Sumqayıt şəhəri, 19-cu məhəllə",3,awarded,344910 | 323479 | 304049,1766149425,2025/AT/00999/V1,etender.gov.az/main/competitions
etender-buyer-955,6700527281,SAATLI TİBB KOLLECİ,"Saatlı şəh, Gənclər küç 9A",3,awarded,344854 | 323830 | 300872,1765996486,2025/AT/00972/V1,etender.gov.az/main/competitions
etender-buyer-956,3000192381,AZƏRBAYCAN RESPUBLİKASI ELM VƏ TƏHSİL NAZİRLİYİNİN TABELİYİNDƏ PUBLİK HÜQUQİ ŞƏXS STATUSUNA MALİK OLAN AZƏRBAYCAN DÖVLƏT PEDAQOJİ UNİVERSİTETİNİN ŞƏKİ FİLİALI,Şəki şəhəri M.Ə.Rəsulzadə 305,3,awarded | cancelled,344326 | 321796 | 342814,1764588898,2025/AT/00770/V1,etender.gov.az/main/competitions
etender-buyer-957,1600333771,AZƏRBAYCAN TEXNİKİ UNİVERSİTETİNİN NƏZDİNDƏ BAKI TEXNİKİ KOLLECİ,Qara Qarayev pr 2 B,3,awarded | cancelled,343430 | 337192 | 337606,1763051325,2025/AT/00555/V1,etender.gov.az/main/competitions
etender-buyer-958,0200003621,NAXÇIVAN MR  MALİYYƏ  NAZİRLİYİ,"Naxçıvan ş, C.Məmmədquluzadə küç 21               ",3,awarded,339797 | 290992 | 292517,1758977505,120183,etender.gov.az/main/competitions
etender-buyer-959,1505345401,"""PEŞƏ TƏHSİLİNİN İNKİŞAFI FONDU"" PUBLİK HÜQUQİ ŞƏXSİ",,3,awarded | other,341527 | 331980 | 339756,1760964160,121914,etender.gov.az/main/competitions
etender-buyer-960,7400011001,UCAR RAYON İCRA HAKİMİYYƏTİ,,3,awarded | other,337756 | 294920 | 336657,1756731382,118133,etender.gov.az/main/competitions
etender-buyer-961,3400144951,AĞCABƏDİ RAYON YAŞILLAŞDIRMA İDARƏSİ,Ağcabədi şəhər Üzeyir Hacıbəyov pr/ti 206,3,awarded | cancelled,334650 | 302600 | 332399,1752594164,115018,etender.gov.az/main/competitions
etender-buyer-962,0400000601,ORDUBAD RAYON KOMMUNAL MÜƏSSİSƏLƏR KOMBİNATI,Ordubad şəhəri Ə.Ağayev küçəsi 27,3,awarded | cancelled,326864 | 323263 | 319671,1741198067,106864,etender.gov.az/main/competitions
etender-buyer-963,0200878081,"""NAXÇIVAN MUXTAR RESPUBLİKASININ  İCBARİ TİBBİ SIĞORTA ÜZRƏ DÖVLƏT AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ",Heydər Əliyev pr 42,3,awarded | other,325186 | 324169 | 324129,1738863856,104921,etender.gov.az/main/competitions
etender-buyer-964,8800002061,DAŞINMAZ ƏMLAKIN DÖVLƏT KADASTRI VƏ REYESTRİ PUBLİK HÜQUQİ ŞƏXSİNİN 19 SAYLI XANKƏNDİ ƏRAZİ İDARƏSİ,Xankəndi şəhəri,3,awarded | cancelled | other,323976 | 338333 | 323953,1736165001,103542,etender.gov.az/main/competitions
etender-buyer-965,0201507241,"AZƏRBAYCAN RESPUBLİKASI NAXÇIVAN MUXTAR RESPUBLİKASI SƏHİYYƏ NAZİRLİYİ ""NAXÇIVAN MUXTAR RESPUBLİKASI HEMODİALİZ MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ","Naxçıvan şəhəri, Kazım Talıblı küçəsi 3B",3,awarded | other,315045 | 313562 | 313505,1725039652,93404,etender.gov.az/main/competitions
etender-buyer-966,0200708681,"""NAXÇIVANPOÇT"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ","""Naxçıvan şəhəri Atatürk 1"" ",3,awarded | cancelled,317868 | 344387 | 333406,1764686296,96670,etender.gov.az/main/competitions
etender-buyer-967,1900076321,AZƏRBAYCAN  RESPUBLİKASI DİN-NİN MÜHAFİZƏ İDARƏSİNİN SURAXANI RAYON  MÜHAFİZƏ  İDARƏSİ,"Bakı şəhəri, Suraxani rayonu, Park kucesi, 32",3,awarded | cancelled,318612 | 295525 | 294138,1728581292,97409,etender.gov.az/main/competitions
etender-buyer-968,3201716461,AĞDAM RAYON MƏNZİL İSTİSMAR İDARƏSİ,Ağdam rayon Quzanlı qəsəbəsi,3,awarded | cancelled,318320 | 311367 | 310702,1728400869,97160,etender.gov.az/main/competitions
etender-buyer-969,1301934211,AZƏRBAYCAN RESPUBLİKASI DÖVLƏT GÖMRÜK KOMİTƏSİNİN TİBBİ XİDMƏT İDARƏSİ,"AZ1065, Bakı şəhəri, Yasamal rayonu, Kazım Kazımzadə küç., 118",3,awarded | other,313256 | 299049 | 298237,1723111855,91602,etender.gov.az/main/competitions
etender-buyer-970,1102931471,QOBUSTAN PENİTENSİAR MÜƏSSİSƏSİ,"Qaradağ ray, Qonustan qəsəbəsi",3,awarded | cancelled,312713 | 305330 | 302318,1722445345,90958,etender.gov.az/main/competitions
etender-buyer-971,0700110181,ŞƏRUR RAYON TƏHSİL ŞÖBƏSİ,Şərur şəhər Kərim Kərimov küç.,3,awarded | other,313319 | 311191 | 313301,1723138352,91665,etender.gov.az/main/competitions
etender-buyer-972,1700043791,AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASI AZƏRBAYCAN MILLI ENSIKLOPEDIYASI ELMİ MƏRKƏZİ,Hüseyn Cavid 111,3,awarded,308291 | 266336 | 258474,1717180296,86066,etender.gov.az/main/competitions
etender-buyer-973,1700431961,AZƏRBAYCAN RESPUBLİKASI MƏRKƏZİ SEÇKİ KOMİSSİYASI,,3,awarded,307788 | 298632 | 298059,1716588005,85558,etender.gov.az/main/competitions
etender-buyer-974,0200737621,NAXÇIVAN MUXTAR RESPUBLİKASI RABİTƏ VƏ YENİ TEXNOLOGİYALARI NAZİRLİYİNİN TABELİYİNDƏ NAXÇIVAN MUXTAR RESPUBLİKASININ İNTERNET VƏ YENİ TEXNOLOGİYALARİN TƏDRİSİ MƏRKƏZİ,Naxçıvan şəhər Atatürk-1,3,awarded | other,298755 | 298491 | 298047,1700756974,74925,etender.gov.az/main/competitions
etender-buyer-975,1200141921,AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASININ DENDROLOGİYA İNSTİTUTU,"Mərdəkan qəs., S.Yesenin küç., 89",3,awarded | cancelled,299276 | 241925 | 240873,1701785707,75453,etender.gov.az/main/competitions
etender-buyer-976,9900019091,"""AZNEFTKİMYAMAŞ-BALAXANI MAŞINQAYIRMA ZAVODU"" AÇIQ SƏHMDAR CƏMİYYƏTİ","Balaxanı ŞTQ, 3-cü mədən",3,awarded | cancelled,296384 | 298398 | 293784,1696871537,72271,etender.gov.az/main/competitions
etender-buyer-977,1703398751,"""MƏRKƏZİ NƏBATAT BAĞI"" PUBLİK HÜQUQİ ŞƏXSİ","Bakı şəhəri, Badamdar şossesi 40",3,awarded | other,297405 | 298592 | 297224,1698422410,73395,etender.gov.az/main/competitions
etender-buyer-978,0300004551,BABƏK RAYON RABİTƏ İDARƏSİ,,3,awarded | cancelled,298961 | 298557 | 298556,1701180825,75137,etender.gov.az/main/competitions
etender-buyer-979,1900544871,SURAXANI RAYONU 2 SAYLI  UŞAQ EVİ,,3,awarded,297511 | 297515 | 297514,1698693511,73449,etender.gov.az/main/competitions
etender-buyer-980,6100045681,GORANBOY RAYON İCRA HAKİMİYYƏTİ BAŞÇISININ AŞAĞI AĞCAKƏND QƏSƏBƏ İNZİBATİ ƏRAZİ DAİRƏSİ ÜZRƏ NÜMAYƏNDƏLİYİ,Ağcakənd qəsəbəsi,3,awarded | other,296312 | 294041 | 292975,1696677071,72203,etender.gov.az/main/competitions
etender-buyer-981,1400183601,"""AZƏRBAYCAN DƏMİR YOLLARI"" QAPALI SƏHMDAR CƏMİYYƏTİ ""HƏKİM-SANİTAR XİDMƏTİNİN BAKI DƏMİR YOLU XƏSTƏXANASI"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",puskin 26,3,awarded | other,296159 | 247995 | 296081,1696499662,72041,etender.gov.az/main/competitions
etender-buyer-982,1302768331,"AZƏRBAYCAN RESPUBLİKASI QAÇQINLAR VƏ MƏCBURİ KÖÇKÜNLƏRİN İŞLƏRİ ÜZRƏ DÖVLƏT KOMİTƏSİNİN BEYNƏLXALQ ƏLAQƏLƏR, İNFORMASİYA VƏ MƏTBUAT XİDMƏTİ DEPARTAMENTİ","Bakı şəhəri, Yasamal rayonu, Tbilisi prospekti-129 ",3,awarded | cancelled,292688 | 293607 | 292755,1689787395,68273,etender.gov.az/main/competitions
etender-buyer-983,2800004291,NAFTALAN ŞƏHƏR İCRA HAKİMİYYƏTİ,Naftalan ş. Ş.Qurbanov küç.01 AZE4600,3,awarded | other,292563 | 271360 | 271354,1689613908,68148,etender.gov.az/main/competitions
etender-buyer-984,9900072871,"AZƏRBAYCAN RESPUBLİKASI ""AZƏRSU"" AÇIQ SƏHMDAR CƏMİYYƏTİNİN ""BİRLƏŞMİŞ SUKANAL"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",General Akim Abbasov 25A,3,awarded | cancelled,281115 | 292373 | 266633,1669225468,53731,etender.gov.az/main/competitions
etender-buyer-985,6100045961,GORANBOY RAYON DƏLİMƏMMƏDLİ ŞƏHƏR ƏRAZİ İCRA NÜMAYƏNDƏSİ,Goranboy,3,awarded | other,278571 | 278559 | 277871,1668430290,51143,etender.gov.az/main/competitions
etender-buyer-986,3102507451,109 NÖMRƏLİ HƏRBİ HİSSƏ,,3,awarded,276884 | 276883 | 272887,1665519512,49220,etender.gov.az/main/competitions
etender-buyer-987,1003750741,334 SAYLI HƏRBİ HİSSƏ,"Bakı,  Binəqədi rayonu, Rəşid İsmaylov 1 A, AZ1117",3,awarded,270031 | 274413 | 245034,1651847064,41538,etender.gov.az/main/competitions
etender-buyer-988,1701463051,"""AZALTERNATİVENERJİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",Hökümət evi Üzeyir Hacıbeyli 84 mərtəbə 9,3,awarded | other,273922 | 269305 | 267158,1660156802,46012,etender.gov.az/main/competitions
etender-buyer-989,1300077441,"""SALNAMƏFİLM STUDİYASI"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",Yasamal rayonu Moskva pr 1 ,3,awarded | other,268895 | 252894 | 268704,1649770477,40339,etender.gov.az/main/competitions
etender-buyer-990,1100145871,16 SAYLI BAKI PEŞƏ LİTSEYİ,Bakı  şəh. Sahil qəs. M.Seyidov küç.2,3,awarded,263535 | 249262 | 238032,1637346735,35070,etender.gov.az/main/competitions
etender-buyer-991,1500470391,15 SAYLI PEŞƏ LİTSEYİ,"Bakı şəhəri, Zabrat 1, R.Axundov  14",3,awarded,263412 | 248987 | 237735,1637170769,34930,etender.gov.az/main/competitions
etender-buyer-992,1200095471,5 SAYLI BAKI PEŞƏ MƏKTƏBİ,BAKI ŞƏHƏRİ BUZOVNA QƏS H.EYVAZOV KÜÇ 28,3,awarded,263394 | 249307 | 237690,1637166550,34906,etender.gov.az/main/competitions
etender-buyer-993,1404497191,AZƏRBAYCAN RESPUBLİKASI MƏDƏNİYYƏT NAZİRLİYİNİN MƏDƏNİYYƏT ÜZRƏ ELMİ METODİKİ VƏ İXTİSASARTIRMA MƏRKƏZİ,Bəşir Səfəroğlu 144,3,awarded | cancelled,261495 | 240423 | 261356,1633695094,32830,etender.gov.az/main/competitions
etender-buyer-994,7200462691,AZƏRBAYCAN RESPUBLİKASI TƏHSİL NAZİRLİYİNİN 10 SAYLI ƏRAZİ MALİYYƏ HESABLAŞMA MƏRKƏZİ,Tərtər şəhəri Heydər Əliyev prospekti 4,3,awarded,255411 | 238103 | 236777,1620492440,26005,etender.gov.az/main/competitions
