id,voen,supplier_name,contract_count,total_amount_azn,last_contract_date,tender_types,buyer_examples,source
etender-sup-4207,1500616851,“FF Construction” MMC,3,26254849.55,2024-08-05,Bir mənbə,"Azərbaycan Respublikasının Dövlət Gömrük Komitəsi | AZƏRBAYCAN RESPUBLİKASI DÖVLƏT GÖMRÜK KOMİTƏSİNİN ""AZƏRTERMİNALKOMPLEKS"" BİRLİYİ",etender.gov.az/api/contracts
etender-sup-4208,1801159011,"""VABISS"" Məhdud Məsuliyyətli Cəmiyyəti",3,828655.00,2024-08-06,Bir mənbə | Açıq Tender,"""AZƏRBAYCAN RESPUBLİKASI İQTİSADİYYAT NAZİRLİYİNİN TİKİNTİ-TƏCHİZAT BİRLİYİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | ""AZERGOLD"" QAPALI SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-4209,1301633621,"""AGNA"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",3,1163314.80,2024-05-08,Açıq Tender | Kotirovka,"AZƏRBAYCAN RESPUBLİKASI MÜDAFİƏ NAZİRLİYİ | ""MƏRKƏZİ NEFTÇİLƏR XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ | BAKI SAĞLAMLIQ MƏRKƏZİ PUBLİK HÜQUQİ ŞƏXS",etender.gov.az/api/contracts
etender-sup-4210,4700964412,Pənahov Vüqar Elman,3,1185.00,2024-07-01,Birbaşa | Kotirovka,QUSAR SUVARMA SİSTEMLƏRİ İDARƏSİ,etender.gov.az/api/contracts
etender-sup-4211,4700961412,Fiziki şəxs Pənahov Vüqar Elman,3,4897.04,2024-07-01,Birbaşa | Kotirovka,"QUSAR SUVARMA SİSTEMLƏRİ İDARƏSİ | ""QUSAR RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-4212,1000363421,"""SİVU"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",3,876997.76,2024-08-01,Açıq Tender | Kotirovka | -,"""İNNOVASİYALAR MƏRKƏZİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | ""AQRAR TƏDARÜK VƏ TƏCHİZAT"" ACIQ SƏHMDAR CƏMİYYƏTİ | ""ƏRZAQ MƏHSULLARININ TƏDARÜKÜ VƏ TƏCHİZATI"" ACIQ SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-4213,8400067571,"""ŞİRVAN"" QƏZETİ REDAKSİYASI",3,1444.80,2024-07-08,Birbaşa,ŞAMAXI RAYONU SUVARMA SİSTEMLƏRİ İDARƏSİ | ŞAMAXI HUMANİTAR KOLLECİ,etender.gov.az/api/contracts
etender-sup-4214,1505326141,"""ASUT"" Məhdud Məsuliyyətli Cəmiyyəti",3,58500.00,2024-07-30,Bir mənbə | Kotirovka,İQTİSADİYYAT NAZİRLİYİ YANINDA DÖVLƏT VERGİ XİDMƏTİNİN BAKI ŞƏHƏRİ OPERATİV VERGİ NƏZARƏTİ VƏ UÇOTUN TƏŞKİLİ BAŞ İDARƏSİ | 3 SAYLI ƏRAZİ VERGİLƏR İDARƏSİ | İQTİSADİYYAT NAZİRLİYİ YANINDA DÖVLƏT VERGİ XİDMƏTİ BAKI ŞƏHƏRİ KİÇİK SAHİBKARLIQLA İŞ ÜZRƏ BAŞ İDARƏSİ,etender.gov.az/api/contracts
etender-sup-4215,1306596981,"""BEST FINANCE SOLUTION"" Məhdud Məsuliyyətli Cəmiyyəti",3,23300.00,2024-01-12,Açıq Tender | Kotirovka,"""RESPUBLİKA TƏCİLİ VƏ TƏXİRƏSALINMAZ TİBBİ YARDIM MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | ""SABUNÇU TİBB MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ | ""SİYƏZƏN MÜALİCƏ DİAQNOSTİKA MƏRKƏZİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-4216,1900808312,F/ş  Əsgər Bəhrəm oğlu Abdurəhimov,3,44430.00,2024-07-26,Kotirovka,AZƏRBAYCAN DÖVLƏT DƏNİZ AKADEMİYASI PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN DİLLƏR UNİVERSİTETİ | AZƏRBAYCAN RESPUBLİKASI RABİTƏ VƏ İNFORMASİYA TEXNOLOGİYALARI NAZİRLİYİNİN MƏLUMAT HESABLAMA MƏRKƏZİ,etender.gov.az/api/contracts
etender-sup-4217,1401113871,"""NARDARAN İNVEST"" MMC, ""Eren İnşaat Sanayi ve Ticaret Anonim Şirketi""nin Azərbaycan Respublikasındakı Filialı və ""AVRO-ASİYA İNŞAAT KORPORASİYASI ""EVRASCON"" AÇIQ SƏHMDAR CƏMİYYƏTİ birgə müəssisəsi ",3,40287343.08,2024-07-19,"Bir mənbə | Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox)","AZƏRBAYCAN RESPUBLİKASININ DÖVLƏT TURİZM AGENTLİYİ | ""AZƏRSU"" AÇIQ SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-4218,3103495471,"""POLİNOM"" Məhdud Məsuliyyətli Cəmiyyəti",3,50338.45,2024-07-16,Kotirovka | Açıq Tender,"""BAKI TELEFON RABİTƏSİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASININ XÜSUSİ RABİTƏ VƏ İNFORMASİYA TƏHLÜKƏSİZLİYİ DÖVLƏT XİDMƏTİ | ""AZƏRBAYCAN RESPUBLİKASININ MİNATƏMİZLƏMƏ AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-4219,2900973002,Bağırov Vüqar  Oqtay  oğlu,3,4240.00,2024-07-01,Birbaşa | Kotirovka,AZƏRBAYCAN RESPUBLİKASININ ƏQLİ MÜLKİYYƏT AGENTLİYİ | AZƏRBAYCAN RESPUBLİKASININ EKOLOGİYA VƏ TƏBİİ SƏRVƏTLƏR NAZİRLİYİ YANINDA BİOLOJİ MÜXTƏLİFLİYİN QORUNMASI XİDMƏTİ,etender.gov.az/api/contracts
etender-sup-4220,1503115881,"""PROJECTIVE MMC"" Məhdud Məsuliyyətli Cəmiyyəti",3,74668.39,2024-07-12,Kotirovka | Açıq Tender,"""AZƏRBAYCAN MİLLİ KONSERVATORİYASI"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN DÖVLƏT DƏNİZ AKADEMİYASI PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-4221,1601824541,"""MACİS GROUP"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",3,888792.97,2024-07-09,Açıq Tender | Kotirovka,"BAKI ŞƏHƏRİ ÜZRƏ TƏHSİL İDARƏSİ | 100 NÖMRƏLİ HƏRBİ HİSSƏ | ""SUMQAYIT KİMYA SƏNAYE PARKI"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-4222,3900053612,Fiziki şəxs Zakir Bağırov ,3,15175.00,2024-07-09,Kotirovka,BEYLƏQAN RAYON MALİYYƏ İDARƏSİ,etender.gov.az/api/contracts
etender-sup-4223,1400738621,"""SN--TELECOM"" MMC",3,2000.00,2024-01-07,Bir mənbə | Birbaşa | Kotirovka,Azərbaycan Respublikası Fövqəladə Hallar Nazirliyi Dövlət Yanğından Mühafizə Xidməti Sumqayıt şəhər Dövlət yanğından mühafizə İdarəsi | AZƏRBAYCAN RESPUBLİKASI MƏDƏNİYYƏT NAZİRLİYİNİN ŞƏRQİ ZƏNGƏZUR REGİONAL MƏDƏNİYYƏT İDARƏSİ | AZƏRBAYCAN MİLLİ ELMLƏR AKADEMİYASI POLİMER MATERİALLARI İNSTİTUTU,etender.gov.az/api/contracts
etender-sup-4224,1700021491, “Digital Services” Məhdud Məsuliyyətli Cəmiyyəti ,3,1093222.80,2024-07-03,Açıq Tender | Bir mənbə,"AZƏRBAYCAN RESPUBLİKASININ İQTİSADİYYAT NAZİRLİYİ YANINDA DÖVLƏT VERGİ XİDMƏTİ | ""AZƏRBAYCAN RESPUBLİKASI İQTİSADİYYAT NAZİRLİYİNİN TİKİNTİ-TƏCHİZAT BİRLİYİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-4225,1304267151,“Barattson Consulting” MMC,3,6300.00,2024-03-27,Birbaşa | Bir mənbə,"“AZƏRBAYCAN RESPUBLİKASININ İXRACIN VƏ İNVESTİSİYALARIN TƏŞVİQİ AGENTLİYİ – AZPROMO” PUBLİK HÜQUQİ ŞƏXSİ | ""İQTİSADİ ZONALARIN İNKİŞAFI AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASININ KİÇİK VƏ ORTA BİZNESİN İNKİŞAFI AGENTLİYİ PUBLİK HÜQUQİ ŞƏXS",etender.gov.az/api/contracts
etender-sup-4226,9900064231,“Azərbaycan Xəzər Dəniz Gəmiçiliyi” QSC Azərbaycan Dövlət Dəniz Akademiyası PHŞ-nin Təlim Tədris Mərkəzi,3,17587.90,2024-06-28,Bir mənbə,Azərbaycan Respublikasının Dövlət Gömrük Komitəsi,etender.gov.az/api/contracts
etender-sup-4227,7000108451,Salyan rayon Mühafizə Şöbəsi,3,149810.72,2024-01-11,Birbaşa | Bir mənbə,"NEFTÇALA PEŞƏ MƏKTƏBİ | AZƏRBAYCAN RESPUBLİKASININ MALİYYƏ NAZİRLİYİ YANINDA DÖVLƏT XƏZİNƏDARLIQ AGENTLİYİNİN 17 SAYLI REGİONAL XƏZİNƏDARLIQ İDARƏSİ | ""NEFTÇALA RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-4228,1400054231,"""ULU"" İstehsalat Kommersiya Firması ",3,5023.60,2024-05-01,Birbaşa | Bir mənbə,NEFTÇALA RAYON MƏNZİL KOMMUNAL TƏSƏRRÜFATI İSTEHSALAT BİRLİYİ | MİLLİ AZƏRBAYCAN TARİXİ MUZEYİ,etender.gov.az/api/contracts
etender-sup-4229,3300359282,Kərimov Roman Fikrət oğlu,3,22550.90,2024-06-10,Bir mənbə | Kotirovka,AĞDAŞ RAYON GİGİYENA VƏ EPİDEMİOLOGİYA MƏRKƏZİ | AĞDAŞ RAYON SUVARMA SİSTEMLƏRİ İDARƏSİ,etender.gov.az/api/contracts
etender-sup-4230,1300175211,"Türkiyə Respublikasının ""TÜRK HAVA YOLLARI ANONİM ORTAKLIĞI ANA SÖZLEŞMESİ"" Şirkətinin Azərbaycan Respublikasındakı ""TÜRK HAVA YOLLARI"" Nümayəndəliyi",3,1133981.13,2024-06-04,Bir mənbə,"""BAKI MÜHƏNDİSLİK UNİVERSİTETİ"" PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN DÖVLƏT PEDAQOJİ UNİVERSİTETİ",etender.gov.az/api/contracts
etender-sup-4231,1402048131,"""EUROLAB"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",3,107399.24,2024-05-31,Kotirovka | Açıq Tender,ƏDLİYYƏ NAZİRLİYİ TİBB BAŞ İDARƏSİ | AZƏRBAYCAN RESPUBLİKASI EKOLOGİYA VƏ TƏBİİ SƏRVƏTLƏR NAZİRLİYİNİN SAHƏLƏRARASI NƏQLİYYAT VƏ KOMPLEKS MEXANİKİ TƏMİNAT İDARƏSİ | AZƏRBAYCAN RESPUBLİKASI DÖVLƏT SƏRHƏD XİDMƏTİ,etender.gov.az/api/contracts
etender-sup-4232,1404300201,"""By Medgalchi"" MMC",3,456960.90,2024-05-23,Birbaşa | Bir mənbə,“QARABAĞ DİRÇƏLİŞ FONDU” PUBLİK HÜQUQİ ŞƏXSİ,etender.gov.az/api/contracts
etender-sup-4233,1801177741,"""AROC"" MMC",3,814920.41,2024-05-10,Birbaşa | Bir mənbə,AZƏRBAYCAN  RESPUBLİKASININ  DÖVLƏT  TƏHLÜKƏSİZLİYİ  XİDMƏTİNİN 1905 SAYLI HƏRBİ HİSSƏSİ | AZƏRBAYCAN RESPUBLİKASI DÖVLƏT TƏHLÜKƏSİZLİYİ XİDMƏTİNİN HƏRBİ-TİBB BAŞ İDARƏSİ,etender.gov.az/api/contracts
etender-sup-4234,2003350681,"""BRAVO TECHNOLOGİES"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ	",3,24319.79,2024-05-29,Bir mənbə | Kotirovka,"""ŞUŞA ŞƏHƏRİ DÖVLƏT QORUĞU İDARƏSİ"" PUBLİK HÜQUQİ ŞƏXSİ | ""SUMQAYIT KİMYA SƏNAYE PARKI"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | ""AZƏRBAYCAN İNVESTİSİYA ŞİRKƏTİ"" AÇIQ SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-4235,1603075571,"""EURO DOOR"" Məhdud Məsuliyyətli Cəmiyyəti",3,64697.04,2024-05-29,Birbaşa | Kotirovka | -,"""Daşınmaz Əmlakın Dövlət Kadastrı və Reyestri"" Publik Hüquqi Şəxsinin 4 saylı Abşeron Ərazi İdarəsi | ""Bakı Metropoliteni"" Qapalı Səhmdar Cəmiyyəti | ""TƏMİZ ŞƏHƏR"" AÇIQ SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-4236,1506549221,"""DRAFEH LN"" Məhdud Məsuliyyətli Cəmiyyəti",3,58231.14,2024-01-16,Kotirovka | Açıq Tender,"ABŞERON RAYON İCRA HAKİMİYYƏTİ MƏNZİL-KOMMUNAL TƏSƏRRÜFATI İSTEHSALAT-İSTİSMARI TƏMİRİ BİRLİYİ ABADLIQ VƏ KOMMUNAL XİDMƏTLƏRİ İDARƏSİ | ""MƏRKƏZİ NƏBATAT BAĞI"" PUBLİK HÜQUQİ ŞƏXSİ | ŞƏKİ RAYON PSİXİATRİYA XƏSTƏXANASI",etender.gov.az/api/contracts
etender-sup-4237,1500046011,“Aztol Motors” Məhdud  Məsuliyyətli Cəmiyyəti,3,34104.04,2024-05-06,Bir mənbə | -,AZƏRBAYCAN RESPUBLİKASI ELM VƏ TƏHSİL NAZİRLİYİ | AZƏRBAYCAN RESPUBLİKASI TƏHSİL NAZİRLİYİ,etender.gov.az/api/contracts
etender-sup-4238,1304443331,"""LCC F"" Məhdud Məsuliyyətli Cəmiyyəti",3,443905.04,2022-10-12,Açıq Tender,"""Bakı Metropoliteni"" Qapalı Səhmdar Cəmiyyəti",etender.gov.az/api/contracts
etender-sup-4239,1102091511,"""ECOFİL"" Məhdud Məsuliyyətli Cəmiyyəti",3,336644.30,2022-08-15,Açıq Tender,"""Bakı Metropoliteni"" Qapalı Səhmdar Cəmiyyəti",etender.gov.az/api/contracts
etender-sup-4240,2301291271,"""MASTER CLEAN"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",3,812303.74,2023-01-05,Açıq Tender | -,"""Bakı Metropoliteni"" Qapalı Səhmdar Cəmiyyəti",etender.gov.az/api/contracts
etender-sup-4241,1300146961,“6-CI MƏRTƏBƏ” MÜSTƏQİL ŞİRKƏTİ ,3,50621306.76,2024-06-07,"Açıq Tender (3,0 milyon ABŞ dollarının manat ekvivalentindən çox) | -","“CƏBRAYIL, QUBADLI VƏ ZƏNGİLAN RAYONLARINDA BƏRPA, TİKİNTİ VƏ İDARƏETMƏ XİDMƏTİ” PUBLİK HÜQUQİ ŞƏXSİ | QARABAĞ İQTİSADİ RAYONUNDA BƏRPA,TİKİNTİ VƏ İDARƏETMƏ XİDMƏTİ PUBLİK HÜQUQİ ŞƏXSİ | MƏCBURİ KÖÇKÜNLƏRİN SOSİAL İNKİŞAF FONDU",etender.gov.az/api/contracts
etender-sup-4242,1300718711,Qardaşlar-M Məhdud Məhdud Məsuliyyətli Cəmiyyəti,3,236761.10,2024-04-29,Bir mənbə,"""TƏHSİLİN İNKİŞAFI FONDU"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-4243,7500580541,"""POLİQRAF-2015"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",3,55211.00,2023-12-18,Kotirovka,MİNGƏÇEVİR DÖVLƏT UNİVERSİTETİ,etender.gov.az/api/contracts
etender-sup-4244,1306962721,“SFN PRODUCTİON” MMC,3,637920.00,2024-04-06,Bir mənbə,"""AZƏRBAYCAN RESPUBLİKASININ KİNO AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ | İCTİMAİ TELEVİZİYA VƏ RADİO YAYIMLARI ŞİRKƏTİ",etender.gov.az/api/contracts
etender-sup-4245,1605324311,"""LOGMAN CORP"" MMC",3,12050.00,2024-04-01,Bir mənbə | Kotirovka,"""MƏRKƏZİ NƏBATAT BAĞI"" PUBLİK HÜQUQİ ŞƏXSİ | 2 NÖMRƏLİ BAKI  BAZA TİBB KOLLECİ",etender.gov.az/api/contracts
etender-sup-4246,1160013612,"""Aydınlar Refrakter San. Tic. A.Ş"" (Türkiyə Respublikası)",3,1134558.27,2024-01-07,Bir mənbə,"""AZƏRALÜMİNİUM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-4247,1401386761,"""AAC"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",3,838980.00,2024-02-20,Açıq Tender | Təkliflər sorğusu,"""Bakı Metropoliteni"" Qapalı Səhmdar Cəmiyyəti",etender.gov.az/api/contracts
etender-sup-4248,2008079631,"""REDFIVE SOLUTIONS"" Məhdud Məsuliyyətli Cəmiyyəti",3,43857.00,2024-03-29,Açıq Tender,AZƏRBAYCAN RESPUBLİKASİNİN MALİYYƏ NAZİRLİYİ,etender.gov.az/api/contracts
etender-sup-4249,1605268611,"""NURON"" Məhdud Məsuliyyətli Cəmiyyəti",3,429163.67,2024-03-27,Açıq Tender,"""DƏNİZKƏNARI BULVAR İDARƏSİ"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-4250,2001900251,"""AZMETKİM"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",3,1853542.82,2024-03-11,Açıq Tender,"""AZƏRSU"" AÇIQ SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-4251,2900447821,İMAN-N KİÇİK MÜƏSSİSƏSİ,3,210748.00,2024-03-05,Açıq Tender | Kotirovka,"""AZƏRSU"" AÇIQ SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-4252,1805006191,"""TECHTONAS"" Məhdud Məsuliyyətli Cəmiyyəti",3,56044.96,2024-02-02,Açıq Tender | Kotirovka,AZƏRBAYCAN RESPUBLİKASI DÖVLƏT NEFT FONDU | AZƏRBAYCAN RESPUBLİKASI ALİ MƏHKƏMƏSİ | AZƏRBAYCAN MİLLİ ANTİDOPİNQ AGENTLİYİ PUBLİK HÜQUQİ ŞƏXS,etender.gov.az/api/contracts
etender-sup-4253,8100029991,Hacıqabul şəhər İƏD üzrə nümayəndəlik,3,470563.14,2024-01-07,Bir mənbə,HACIQABUL RAYON İCRA HAKİMİYYƏTİ BAŞÇISININ HACIQABUL ŞƏHƏR İNZİBATİ ƏRAZİ VAHİDİ ÜZRƏ NÜMAYƏNDƏLİYİ,etender.gov.az/api/contracts
etender-sup-4254,1501998171,“Gündəlik Teleqraf” Məhdud Məsuliyyətli  Cəmiyyəti,3,23000.00,2024-02-26,Bir mənbə,"""ƏSASLI TİKİNTİ VƏ TƏCHİZAT"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASI MƏDƏNİYYƏT NAZİRLİYİ | Azərbaycan Respublikasının Dövlət Gömrük Komitəsi",etender.gov.az/api/contracts
etender-sup-4255,2008098331,"""SAR SERVİCE"" Məhdud Məsuliyyətli Cəmiyyəti",3,182127.73,2024-02-14,Kotirovka | Açıq Tender,AZƏRBAYCAN DÖVLƏT İNFORMASİYA AGENTLİYİ (AZƏRTAC) PUBLİK HÜQUQİ ŞƏXSİ | AZƏRBAYCAN RESPUBLİKASİNİN MALİYYƏ NAZİRLİYİ,etender.gov.az/api/contracts
etender-sup-4256,1801127441,"""BAKI NEFT MAŞINQAYIRMA ZAVODU"" AÇIQ SƏHMDAR CƏMİYYƏTİ",3,706281.68,2024-02-16,Açıq Tender,"""Bakı Metropoliteni"" Qapalı Səhmdar Cəmiyyəti",etender.gov.az/api/contracts
etender-sup-4257,7500814661,"""PRİNT GROUP"" Məhdud Məsuliyyətli Cəmiyyəti",3,118208.00,2024-02-19,Açıq Tender | -,AZƏRBAYCAN RESPUBLİKASI DÖVLƏT MİQRASİYA XİDMƏTİ | AZƏRBAYCAN RESPUBLİKASININ İPOTEKA VƏ KREDİT ZƏMANƏT FONDU,etender.gov.az/api/contracts
etender-sup-4258,1405194691,"""BILLBOARD.AL"" Məhdud Məsuliyyətli Cəmiyyəti",3,95030.12,2024-02-16,Açıq Tender | Bir mənbə | Kotirovka,"AZƏRBAYCAN RESPUBLİKASININ KİÇİK VƏ ORTA BİZNESİN İNKİŞAFI AGENTLİYİ PUBLİK HÜQUQİ ŞƏXS | ""BAKI ŞƏHƏR ƏSASLI TİKİNTİ VƏ TƏMİR"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASI DÖVLƏT REKLAM AGENTLİYİNİN BAKI ŞƏHƏRİ REKLAM İDARƏSİ  ",etender.gov.az/api/contracts
etender-sup-4259,1400151341,"""TİKİNTİ TƏMİNAT LTD"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",3,1178790.35,2024-01-15,Açıq Tender | Kotirovka,"""AZNEFTKİMYAMAŞ-BALAXANI MAŞINQAYIRMA ZAVODU"" AÇIQ SƏHMDAR CƏMİYYƏTİ | ""BAKI ŞƏHƏR İŞIĞI"" ELEKTRİK ŞƏBƏKƏ MÜƏSSİSƏSİ",etender.gov.az/api/contracts
etender-sup-4260,1702879141,"""ORBİTAL ENGİNEERİNG"" Məhdud Məsuliyyətli Cəmiyyəti",3,2486110.97,2023-12-27,Açıq Tender,"NAXÇIVAN MUXTAR RESPUBLİKASI DÖVLƏT ENERGETİKA XİDMƏTİ | ""AZƏRSU"" AÇIQ SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-4261,1502433941,"""FORTİS İNDUSTRİAL SOLUTİONS"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",3,2939009.10,2024-02-12,Açıq Tender,"""İQTİSADİ ZONALARIN İNKİŞAFI AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ | ""AZƏRBAYCAN RESPUBLİKASI DÖVLƏT EHTİYATLARI AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ | ""AZƏRSU"" AÇIQ SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-4262,2006113431,"""ALVENTURES"" Məhdud Məsuliyyətli Cəmiyyəti",3,109480.40,2024-02-05,Açıq Tender,AZƏRBAYCAN RESPUBLİKASİNİN MALİYYƏ NAZİRLİYİ,etender.gov.az/api/contracts
etender-sup-4263,1302101451,"""MACAZ CONSTRUCTİON"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",3,896001.14,2024-01-31,Açıq Tender,"""YENİ KLİNİKA"" PUBLİK HÜQUQİ ŞƏXSİ | “DÖVLƏT MƏŞĞULLUQ AGENTLİYİ“ PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-4264,1603974201,“EMSA FOOD“ MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ,3,570813.20,2024-01-23,Açıq Tender,"""AĞDAŞ RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXS | ""YEVLAX RAYON MƏRKƏZİ XƏSTƏXANASI"" PUBLİK HÜQUQİ ŞƏXSİ",etender.gov.az/api/contracts
etender-sup-4265,2906932031,"""PREMİER ENGİN"" Məhdud Məsuliyyətli Cəmiyyəti",3,45973.10,2023-11-30,Kotirovka,BAKI DÖVLƏT RABİTƏ VƏ NƏQLİYYAT KOLLECİ | AZƏRBAYCAN RESPUBLİKASI MALİYYƏ NAZİRLİYİ ABŞERON RAYONU ÜZRƏ MALİYYƏ İDARƏSİ | AZƏRBAYCAN RESPUBLİKASININ KƏND TƏSƏRRÜFATI NAZİRLİYİ YANINDA AQRAR XİDMƏTLƏR AGENTLİYİ,etender.gov.az/api/contracts
etender-sup-4266,5900106061,"""KİÇİK QAFQAZ "" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",3,62407.86,2024-01-12,Kotirovka,"""AZƏRBAYCAN YERÜSTÜ NƏQLİYYAT AGENTLİYİ"" PUBLİK HÜQUQİ ŞƏXSİ | BAKI NƏQLİYYAT AGENTLİYİ PUBLİK HÜQUQİ ŞƏXS | ""AZERGOLD"" QAPALI SƏHMDAR CƏMİYYƏTİ",etender.gov.az/api/contracts
etender-sup-4267,1201288151,"""HAYAT MOTORS"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ",3,5894867.00,2024-01-20,Açıq Tender,"""TƏMİZ ŞƏHƏR"" AÇIQ SƏHMDAR CƏMİYYƏTİ | TEXNOLOJİ İSTEHSALAT KOMPLEKTLƏŞDİRMƏ İDARƏSİ",etender.gov.az/api/contracts
etender-sup-4268,2007611511,"""GENERAL ENGİNEERİNG SERVİCES"" MƏHDUD MƏSULİYYƏTLİ YOLDAŞLIĞININ AZƏRBAYCAN RESPUBLİKASINDAKI FİLİALI",3,287346.82,2024-01-15,Açıq Tender,BAKI ŞƏHƏR HEYVANAT PARKI | TEXNOLOJİ İSTEHSALAT KOMPLEKTLƏŞDİRMƏ İDARƏSİ | AZƏRBAYCAN RESPUBLİKASI BAŞ PROKURORLUĞU,etender.gov.az/api/contracts
etender-sup-4269,1503492241,"""SIAR RETAIL"" Məhdud Məsuliyyətli Cəmiyyəti",3,54974.00,2023-12-30,Açıq Tender | Kotirovka,"""AZƏRBAYCAN RESPUBLİKASI İQTİSADİYYAT NAZİRLİYİNİN TİKİNTİ-TƏCHİZAT BİRLİYİ"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | ""AZƏRBAYCAN RESPUBLİKASININ SAHİBKARLIĞIN İNKİŞAFI FONDU"" PUBLİK HÜQUQİ ŞƏXS | AZƏRBAYCAN RESPUBLİKASININ DÖVLƏT TURİZM AGENTLİYİ",etender.gov.az/api/contracts
etender-sup-4270,2007248701,"""EDUAZ CO."" Məhdud Məsuliyyətli Cəmiyyəti",3,250599.99,2023-12-27,Açıq Tender | Kotirovka,"""ƏSASLI TİKİNTİ VƏ TƏCHİZAT"" MƏHDUD MƏSULİYYƏTLİ CƏMİYYƏTİ | AZƏRBAYCAN RESPUBLİKASININ KƏND TƏSƏRRÜFATI NAZİRLİYİ YANINDA AQRAR XİDMƏTLƏR AGENTLİYİNİN AQRAR TƏLİM MƏRKƏZİ | AZƏRBAYCAN RESPUBLİKASI İQTİSADİYYAT NAZİRLİYİ YANINDA DÖVLƏT VERGİ XİDMƏTİNİN TƏDRİS MƏRKƏZİ

",etender.gov.az/api/contracts
